type,qualification,title,notice,deadline,dday,sponsor,title2,link
공모전,대학(원)생,슬기로운 과학생활,2020.09.21,2021.10.04,231,국립중앙과학관,슬기로운 과학생활,http://www.슬기로운과학생활.kr
